source_type,source_key,current_reason,normalized_reason_code,evidence_level,proposed_action,proposed_rule_id,risk,human_decision_required,evidence_reference,notes
media,asset:images/Sellos-Nacionales-4.jpeg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sellos-nacionales.php'] (1) path=images/Sellos-Nacionales-4.jpeg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/Sellos-Nacionales-5.jpeg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sellos-nacionales.php'] (1) path=images/Sellos-Nacionales-5.jpeg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/sellos-nacionales.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sellos-para-anden.php'] (1) path=images/sellos-nacionales.png,Referencia publica literal desde 1 pagina(s) ['CATEGORY_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/sellos.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['dockman.php', 'equipos-y-accesorios-para-anden-de-carga.php', 'sellos-de-anden.php'] (4) path=images/sellos.jpg","Referencia publica literal desde 4 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/semaforo.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['light-communication-system-lcs.php'] (1) path=images/semaforo.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/serie-600.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-serie-600.php'] (1) path=images/serie-600.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/serie-790.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/serie-790.jpg usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/serie.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/serie.jpg usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/serie625.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/serie625.jpg usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/serie790.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortinas-enrollables-industriales.php'] (1) path=images/serie790.jpg,Referencia publica literal desde 1 pagina(s) ['CATEGORY_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/seriex130.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['bft-resp.php', 'bft.php', 'blue-giant.php'] (5) path=images/seriex130.jpg","Referencia publica literal desde 5 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/serie_600.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-serie-600.php'] (1) path=images/serie_600.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/serie_790_001.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-serie-790-cw.php'] (1) path=images/serie_790_001.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/shelter-abrigo-estacionario-blue-giant.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/shelter-abrigo-estacionario-blue-giant.jpg usage=IMAGE_APPARENTLY_UNUSED|EXACT_DUPLICATE_BYTES direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/shelther-para-anden.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/shelther-para-anden.jpg usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/silent.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,CONFIRMED,MIGRATE,R-M04,LOW,,"media-usage-evidence.csv PUBLIC_SOURCE pages=['operadores-puerta-abatible.php', 'operadores-puerta-corrediza-residencial.php', 'operadores-puertas-ascendentes.php'] path=images/silent.jpg",Referenciada literalmente por una Page editorial aprobada (R-G02).
media,asset:images/Sin-título-1.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/Sin-título-1.jpg usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/smart.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['smart-puertas-rapidas-enrollables-de-sectores-intercambiables-con-motor-externo.php'] (1) path=images/smart.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/sph.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['doorlock.php', 'puerta-estandar.php', 'puertas-peatonales-estandar-y-reforzada.php'] (3) path=images/sph.jpg","Referencia publica literal desde 3 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/splus.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sector-puertas-rapidas-enrollables-de-sectores-intercambiables-y-contrapesos.php'] (1) path=images/splus.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/sprint.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sprint-automatizaciones-para-puertas-peatonales-pequenas-dimensiones.php'] (1) path=images/sprint.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/stan.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/stan.png usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/star100.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['comercial.php', 'star1000-receptor-comercial.php'] (2) path=images/star100.jpg","Referencia publica literal desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/star4.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['kelley.php', 'retenedores-de-vehiculos.php', 'star4-vehicle-restraint.php'] (3) path=images/star4.jpg","Referencia publica literal desde 3 pagina(s) ['BRAND_PAGE', 'CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/Stationary-shelter.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['sellos-para-anden.php', 'shelter-abrigo-estacionario-blue-giant.php'] (2) path=images/Stationary-shelter.png","Referencia publica literal desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/Stationary_Dock_Shelter_300px-1.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['blue-giant.php'] (1) path=images/Stationary_Dock_Shelter_300px-1.jpg,Referencia publica literal desde 1 pagina(s) ['BRAND_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/STRONGARMHVR303.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['retenedor-vehiculos-hvr303.php'] (1) path=images/STRONGARMHVR303.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/StrongArm_HVR303_300px.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['retenedores-de-vehiculos.php'] (1) path=images/StrongArm_HVR303_300px.jpg,Referencia publica literal desde 1 pagina(s) ['CATEGORY_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/t150.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['wayne-dalton.php'] (1) path=images/t150.jpg,Referencia publica literal desde 1 pagina(s) ['BRAND_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/t424.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php'] (1) path=images/t424.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/table-1.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:images/table-1.png usage=IMAGE_APPARENTLY_UNUSED direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:images/thermacore-sectional-door-593-wide.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-thermacore-595-uso-pesado.php'] (1) path=images/thermacore-sectional-door-593-wide.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/thomp.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-seccionales-de-acero-aisladas-thermospan-modelo-150.php', 'puertas-seccionales-de-acero-aisladas-thermospan.php'] (2) path=images/thomp.jpg",Referencia publica literal desde 2 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/thumbnail_image005.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['operadores-para-puerta-corrediza-industrial.php'] (1) path=images/thumbnail_image005.jpg,Referencia publica literal desde 1 pagina(s) ['CATEGORY_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/tiras.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,CONFIRMED,MIGRATE,R-M04,LOW,,"media-usage-evidence.csv PUBLIC_SOURCE pages=['industrial.php', 'tiras-plasticas-hawaianas.php'] path=images/tiras.jpg",Referenciada literalmente por una Page editorial aprobada (R-G02).
media,asset:images/tpr.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['retenedores-de-vehiculos-automatico.php'] (1) path=images/tpr.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/traffic.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['traffic.php'] (1) path=images/traffic.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/upper.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['comercial.php', 'upper-up8e-barreras-automaticas-de-hasta-8-m.php'] (2) path=images/upper.jpg","Referencia publica literal desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/verficha.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,CONFIRMED,MIGRATE,R-M04,LOW,,"media-usage-evidence.csv PUBLIC_SOURCE pages=['accesorios.php', 'accesspro-fs1000speed.php', 'barreras-estacionamiento-moovi50rm.php'] path=images/verficha.png",Referenciada literalmente por una Page editorial aprobada (R-G02).
media,asset:images/vista_sello.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['sellos-de-anden.php'] (1) path=images/vista_sello.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/wayne-dayton.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,CONFIRMED,MIGRATE,R-M05,LOW,,media-usage-evidence.csv brand=['2'] path=images/wayne-dayton.png,Imagen/logo de brand con relacion explicita a un termino aprobado.
media,asset:images/windload-thermacore-525-wide.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-seccionales-de-acero-thermacore-598-uso-liviano.php', 'puertas-seccionales-industriales.php'] (2) path=images/windload-thermacore-525-wide.jpg","Referencia publica literal desde 2 pagina(s) ['CATEGORY_PAGE', 'PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido."
media,asset:images/x130.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['serie-x130-motor-para-cortina-oculto.php'] (1) path=images/x130.png,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/xel5.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['xel-5-selector-de-llave.php'] (1) path=images/xel5.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/zen.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['gol-transmisores-de-cuatro-canales.php'] (1) path=images/zen.jpg,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:images/zip.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['glg-porte-industriali.php'] (1) path=images/zip.jpg,Referencia publica literal desde 1 pagina(s) ['BRAND_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:multimedia/imagenes/categorias/0068b4920fb7283782a51c12e22e83686e6bd310.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0068b4920fb7283782a51c12e22e83686e6bd310.png original_ids=116 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/00e4add1010b274fe68755addced6372d5ed3f1b.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/00e4add1010b274fe68755addced6372d5ed3f1b.png original_ids=108 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/029f3af9b38f6de9dedfacf27a27f0626f6da812.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/029f3af9b38f6de9dedfacf27a27f0626f6da812.jpg original_ids=44 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/05a5c6c2cbadcb574afa2faefb344ef1eb9dd6e5.png,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/05a5c6c2cbadcb574afa2faefb344ef1eb9dd6e5.png original_ids=108 usage=IMAGE_APPARENTLY_UNUSED|DERIVED|EXACT_DUPLICATE_BYTES,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/06628bf29f4379c812bb4a3772a785d45a5453fd.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/06628bf29f4379c812bb4a3772a785d45a5453fd.jpg original_ids=72 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0a09543a3babd4af8c7ec51dde1568aa91104888.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0a09543a3babd4af8c7ec51dde1568aa91104888.jpg original_ids=44 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0b171bb0fab4ef2ff35f6565e00d00dce803931c.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0b171bb0fab4ef2ff35f6565e00d00dce803931c.jpg original_ids=160 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0cfb58d8f2f64de5560d5d5b3143eede8a398f5e.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0cfb58d8f2f64de5560d5d5b3143eede8a398f5e.jpg original_ids=76 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0ea36d903ea29b6aa97f368f15c9696c18c54303.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0ea36d903ea29b6aa97f368f15c9696c18c54303.jpg original_ids=128 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0edf5e776fb7c7d5fb15c1a67320df1dbaaa07fd.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0edf5e776fb7c7d5fb15c1a67320df1dbaaa07fd.jpg original_ids=60|68 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0f6740d1e3a9e75151f0c89af3f2832253d394c6.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0f6740d1e3a9e75151f0c89af3f2832253d394c6.jpg original_ids=156 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/0f9e3e6b05fba1419f7cfc6a265335db09db367a.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/0f9e3e6b05fba1419f7cfc6a265335db09db367a.jpg original_ids=80 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/1273b44cb7fea331d80071724f13afdf72a997e7.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/1273b44cb7fea331d80071724f13afdf72a997e7.jpg original_ids=27 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
media,asset:multimedia/imagenes/categorias/17a21eba3e7af6ee97482516ddad6a5b42e19bcf.jpg,Uso documental no equivale a aprobación de propósito/identidad de medios.,R10_MEDIA_DERIVATIVE,CONFIRMED,SKIP,R-M02,LOW,,media-master.csv:multimedia/imagenes/categorias/17a21eba3e7af6ee97482516ddad6a5b42e19bcf.jpg original_ids=120 usage=IMAGE_APPARENTLY_UNUSED|DERIVED,"Derivado generado por el CMS legacy a partir de un original conservado, sin referencia publica directa. WordPress regenera sus propios tamanos. El original se decide por separado."
