legacy_product_id,legacy_php,legacy_url,name,proposed_slug,category_id,category_name,category_confidence,brand_id,brand_name,brand_confidence,images,technical_pdf,video,template_family,source_of_relationship,migration_status,notes,db_category_id,db_brand_id,category_candidates,brand_candidates,root_category_ids,php_match_confidence,unambiguous_php,alias_candidate_files,canonical_candidate_group,peer_product_ids,db_image_ids,db_pdf_ids,db_image_paths,page_image_paths,db_pdf_paths,page_pdf_paths
79,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,LUX 2B y Lux GV Piston hidraulico para puerta abatible,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible,12,Operadores para puerta abatible,CONFIRMED,12,BFT,STRONG_INFERENCE,images/lux2b.jpg|images/phob.png|images/verficha.png|system/files/images/productos/32efa422f2422111a48559ea8db3eedf5a0de2d3,fichas/pistones-hidraulicos-lux.pdf|system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,,detalle-estatico,"puerta34_administrador.sql:1613 (productos_id=79); operadores-puerta-abatible-industrial.php:105 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:110 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:114 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-para-puerta-abatible.php:69 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:74 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:78 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; page match: lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:91 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:96 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:100 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php:1 title; body brand IDs=; peer SQL IDs=48,79,112",REVIEW,,12,0,12|38,12,1,STRONG_INFERENCE,YES,,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,48|79|112,745,749,system/files/images/productos/32efa422f2422111a48559ea8db3eedf5a0de2d3,images/verficha.png|images/lux2b.jpg|images/phob.png,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,fichas/pistones-hidraulicos-lux.pdf
80,p45-7-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/p45-7-piston-hidraulico-para-puerta-abatible.php,"P4,5-7 Piston Hidraulico para puerta abatible",p45-7-piston-hidraulico-para-puerta-abatible,12,Operadores para puerta abatible,CONFIRMED,12,BFT,STRONG_INFERENCE,images/p4.png|images/p457.jpg|images/verficha.png|system/files/images/productos/0aec19fd8541d023c19ecff7eb167c6c172a2732,fichas/pistones-hidraulicos-p457.pdf|system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,https://www.youtube.com/embed/7K2zzhkH5EA?si=XKMl9Nda8Lxp4k9m,detalle-estatico,"puerta34_administrador.sql:1614 (productos_id=80); operadores-puerta-abatible-industrial.php:123 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:128 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:132 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-para-puerta-abatible.php:87 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:92 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:96 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; page match: p45-7-piston-hidraulico-para-puerta-abatible.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:127 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:132 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:136 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; p45-7-piston-hidraulico-para-puerta-abatible.php:1 title; body brand IDs=; peer SQL IDs=47,80,113",REVIEW,,12,0,12|38,12,1,STRONG_INFERENCE,YES,,p45-7-piston-hidraulico-para-puerta-abatible.php,47|80|113,750,754,system/files/images/productos/0aec19fd8541d023c19ecff7eb167c6c172a2732,images/verficha.png|images/p4.png|images/p457.jpg,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,fichas/pistones-hidraulicos-p457.pdf
81,lift-master-mod-h.php,https://puertasyserviciosindustriales.com/lift-master-mod-h.php,Lift Master Mod H,lift-master-mod-h,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,,,WEAK_INFERENCE,images/lift.jpg|images/verficha.png|system/files/images/productos/cbc5bbf8df505223c1069122842fed702f8be8d8,fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf|system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,,detalle-estatico,"puerta34_administrador.sql:1615 (productos_id=81); operadores-puertas-seccionales-cortinas.php:33 -> lift-master-mod-h.php [category 13]; operadores-puertas-seccionales-cortinas.php:38 -> lift-master-mod-h.php [category 13]; operadores-puertas-seccionales-cortinas.php:42 -> lift-master-mod-h.php [category 13]; page match: lift-master-mod-h.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; lift-master.php:37 -> lift-master-mod-h.php [brand 11]; lift-master.php:42 -> lift-master-mod-h.php [brand 11]; lift-master.php:46 -> lift-master-mod-h.php [brand 11]; lift-master-mod-h.php:1 title; body brand IDs=11; peer SQL IDs=43,81",REVIEW,"CONFLICT: marcas candidatas 4,11; asignacion SQL no equivale a fabricante verificado; Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado",13,0,13,4|11,1,STRONG_INFERENCE,NO,liftmaster-modh.php,lift-master-mod-h.php,43|81,755,759,system/files/images/productos/cbc5bbf8df505223c1069122842fed702f8be8d8,images/verficha.png|images/lift.jpg,system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf
82,operador-comercial-rhx.php,https://puertasyserviciosindustriales.com/operador-comercial-rhx.php,Operador comercial RHX,operador-comercial-rhx,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/rhx-operator.jpg|images/verficha.png|system/files/images/productos/37cb85d2747bda7e0195e84c2b086452e745c35f,fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf|system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,,detalle-estatico,"puerta34_administrador.sql:1616 (productos_id=82); operadores-puertas-seccionales-cortinas.php:51 -> operador-comercial-rhx.php [category 13]; operadores-puertas-seccionales-cortinas.php:56 -> operador-comercial-rhx.php [category 13]; operadores-puertas-seccionales-cortinas.php:60 -> operador-comercial-rhx.php [category 13]; page match: operador-comercial-rhx.php; exact_name=True; image_sha256=0; pdf_sha256=1; description_5grams=1.0; overhead-door.php:202 -> operador-comercial-rhx.php [brand 1]; overhead-door.php:207 -> operador-comercial-rhx.php [brand 1]; overhead-door.php:211 -> operador-comercial-rhx.php [brand 1]; operador-comercial-rhx.php:1 title; body brand IDs=1; peer SQL IDs=12,82",REVIEW,,13,0,13,1,1,STRONG_INFERENCE,YES,,operador-comercial-rhx.php,12|82,760,764,system/files/images/productos/37cb85d2747bda7e0195e84c2b086452e745c35f,images/verficha.png|images/rhx-operator.jpg,system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf
83,serie-x130-motor-para-cortina-oculto.php,https://puertasyserviciosindustriales.com/serie-x130-motor-para-cortina-oculto.php,SERIE X130 Motor para cortina oculto,serie-x130-motor-para-cortina-oculto,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,12,BFT,STRONG_INFERENCE,images/seriex130.jpg|images/verficha.png|images/x130.png|system/files/images/productos/5dca58505e50b423babab3508ac89b5dcf92fdc4,fichas/SERIE-X130.pdf|system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,,detalle-estatico,"puerta34_administrador.sql:1617 (productos_id=83); operadores-puertas-seccionales-cortinas.php:87 -> serie-x130-motor-para-cortina-oculto.php [category 13]; operadores-puertas-seccionales-cortinas.php:92 -> serie-x130-motor-para-cortina-oculto.php [category 13]; operadores-puertas-seccionales-cortinas.php:96 -> serie-x130-motor-para-cortina-oculto.php [category 13]; page match: serie-x130-motor-para-cortina-oculto.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:55 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; bft.php:60 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; bft.php:64 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; serie-x130-motor-para-cortina-oculto.php:1 title; body brand IDs=; peer SQL IDs=45,83",REVIEW,,13,0,13,12,1,STRONG_INFERENCE,YES,,serie-x130-motor-para-cortina-oculto.php,45|83,765,769,system/files/images/productos/5dca58505e50b423babab3508ac89b5dcf92fdc4,images/verficha.png|images/seriex130.jpg|images/x130.png,system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,fichas/SERIE-X130.pdf
84,operador-para-perfilados-comerciales-sel.php,https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-sel.php,Operador de puerta comercial RMX Â®,operador-para-perfilados-comerciales-sel,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/rmx.jpg|images/verficha.png|system/files/images/productos/6703592bfd849be6bda7eea4a8296f3e11ed8198,fichas/rmx-commercial-operator-brochure.pdf|system/files/images/productos/3fcb5fc39a3f48d550a13c6a20bd92b360ec7b65,,detalle-estatico,"puerta34_administrador.sql:1618 (productos_id=84); operadores-para-puerta-corrediza-industrial.php:123 -> operador-para-perfilados-comerciales-sel.php [category 11]; operadores-para-puerta-corrediza-industrial.php:128 -> operador-para-perfilados-comerciales-sel.php [category 11]; operadores-para-puerta-corrediza-industrial.php:132 -> operador-para-perfilados-comerciales-sel.php [category 11]; operadores-puertas-seccionales-cortinas.php:105 -> operador-para-perfilados-comerciales-sel.php [category 13]; operadores-puertas-seccionales-cortinas.php:110 -> operador-para-perfilados-comerciales-sel.php [category 13]; operadores-puertas-seccionales-cortinas.php:114 -> operador-para-perfilados-comerciales-sel.php [category 13]; page match: operador-para-perfilados-comerciales-sel.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; operador-para-perfilados-comerciales-sel.php:1 title; body brand IDs=; peer SQL IDs=78,84",REVIEW,,13,0,11|13,1,1,STRONG_INFERENCE,YES,,operador-para-perfilados-comerciales-sel.php,78|84,770,774,system/files/images/productos/6703592bfd849be6bda7eea4a8296f3e11ed8198,images/verficha.png|images/rmx.jpg,system/files/images/productos/3fcb5fc39a3f48d550a13c6a20bd92b360ec7b65,fichas/rmx-commercial-operator-brochure.pdf
85,operadores-para-puertas-de-mostrador-cdo.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-de-mostrador-cdo.php,Operador de puerta comercial CDX Â®,operadores-para-puertas-de-mostrador-cdo,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/ocx.jpg|images/verficha.png|system/files/images/productos/85f5ef81d1ffa0cfcefdd5914c8d6d54a6bc3c4b,fichas/cdx-commercial-operator-sellsheet.pdf|system/files/images/productos/e255e142299e7b62e25690084deb0bb49408f332,,detalle-estatico,puerta34_administrador.sql:1619 (productos_id=85); operadores-puertas-seccionales-cortinas.php:123 -> operadores-para-puertas-de-mostrador-cdo.php [category 13]; operadores-puertas-seccionales-cortinas.php:128 -> operadores-para-puertas-de-mostrador-cdo.php [category 13]; operadores-puertas-seccionales-cortinas.php:132 -> operadores-para-puertas-de-mostrador-cdo.php [category 13]; page match: operadores-para-puertas-de-mostrador-cdo.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; operadores-para-puertas-de-mostrador-cdo.php:1 title; body brand IDs=; peer SQL IDs=85,SHOULD_MIGRATE,,13,0,13,1,1,STRONG_INFERENCE,YES,,operadores-para-puertas-de-mostrador-cdo.php,85,775,779,system/files/images/productos/85f5ef81d1ffa0cfcefdd5914c8d6d54a6bc3c4b,images/verficha.png|images/ocx.jpg,system/files/images/productos/e255e142299e7b62e25690084deb0bb49408f332,fichas/cdx-commercial-operator-sellsheet.pdf
86,operador-para-cortina-enrrollable-rsx.php,https://puertasyserviciosindustriales.com/operador-para-cortina-enrrollable-rsx.php,Operador para cortina enrrollable RSX,operador-para-cortina-enrrollable-rsx,13,Operadores para puertas seccionales y cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/rsx.jpg|images/verficha.png|system/files/images/productos/20ec2b66b713306ac6d2d213bcce8d6810712eef,fichas/operador-cortina.pdf|system/files/images/productos/06d1ac8df445fdad9cabf6a632e3c4363258b6ee,,detalle-estatico,puerta34_administrador.sql:1620 (productos_id=86); operadores-puertas-seccionales-cortinas.php:141 -> operador-para-cortina-enrrollable-rsx.php [category 13]; operadores-puertas-seccionales-cortinas.php:146 -> operador-para-cortina-enrrollable-rsx.php [category 13]; operadores-puertas-seccionales-cortinas.php:150 -> operador-para-cortina-enrrollable-rsx.php [category 13]; page match: operador-para-cortina-enrrollable-rsx.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=0.986; operador-para-cortina-enrrollable-rsx.php:1 title; body brand IDs=1; peer SQL IDs=86,SHOULD_MIGRATE,,13,0,13,1,1,STRONG_INFERENCE,YES,,operador-para-cortina-enrrollable-rsx.php,86,780,784,system/files/images/productos/20ec2b66b713306ac6d2d213bcce8d6810712eef,images/verficha.png|images/rsx.jpg,system/files/images/productos/06d1ac8df445fdad9cabf6a632e3c4363258b6ee,fichas/operador-cortina.pdf
87,cortina-serie-625.php,https://puertasyserviciosindustriales.com/cortina-serie-625.php,Cortina serie 625,cortina-serie-625,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/rolling-service-door-625-wide.jpg|images/verficha.png|system/files/images/productos/0dd525f64a0290377628938328d07d21668c7f22,fichas/rolling-service-doors-625-brochure.pdf|system/files/images/productos/42ba96f71987cc30cb19107d18eb0649ee492636,,detalle-estatico,"puerta34_administrador.sql:1621 (productos_id=87); cortinas-enrollables-industriales.php:52 -> cortina-serie-625.php [category 14]; cortinas-enrollables-industriales.php:57 -> cortina-serie-625.php [category 14]; cortinas-enrollables-industriales.php:61 -> cortina-serie-625.php [category 14]; page match: cortina-serie-625.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=0.93; overhead-door.php:57 -> cortina-serie-625.php [brand 1]; overhead-door.php:62 -> cortina-serie-625.php [brand 1]; overhead-door.php:66 -> cortina-serie-625.php [brand 1]; cortina-serie-625.php:1 title; body brand IDs=; peer SQL IDs=4,87",REVIEW,,14,0,14,1,1,STRONG_INFERENCE,YES,,cortina-serie-625.php,4|87,785,789,system/files/images/productos/0dd525f64a0290377628938328d07d21668c7f22,images/verficha.png|images/rolling-service-door-625-wide.jpg,system/files/images/productos/42ba96f71987cc30cb19107d18eb0649ee492636,fichas/rolling-service-doors-625-brochure.pdf
88,cortina-en-aluminio-serie-511-521.php,https://puertasyserviciosindustriales.com/cortina-en-aluminio-serie-511-521.php,Cortina en aluminio serie 511 / 521,cortina-en-aluminio-serie-511-521,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/cortina-aluminio.jpg|images/verficha.png|system/files/images/productos/c8ff88040661a79b39a07b1e3a27f49432df5dff,fichas/commercial-aluminum-door-systems-brochure.pdf|system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,,detalle-estatico,"puerta34_administrador.sql:1622 (productos_id=88); cortinas-enrollables-industriales.php:70 -> cortina-en-aluminio-serie-511-521.php [category 14]; cortinas-enrollables-industriales.php:75 -> cortina-en-aluminio-serie-511-521.php [category 14]; cortinas-enrollables-industriales.php:79 -> cortina-en-aluminio-serie-511-521.php [category 14]; page match: cortina-en-aluminio-serie-511-521.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; overhead-door.php:76 -> cortina-en-aluminio-serie-511-521.php [brand 1]; overhead-door.php:81 -> cortina-en-aluminio-serie-511-521.php [brand 1]; overhead-door.php:85 -> cortina-en-aluminio-serie-511-521.php [brand 1]; cortina-en-aluminio-serie-511-521.php:1 title; body brand IDs=; peer SQL IDs=5,88",REVIEW,,14,0,14,1,1,STRONG_INFERENCE,YES,,cortina-en-aluminio-serie-511-521.php,5|88,790,794,system/files/images/productos/c8ff88040661a79b39a07b1e3a27f49432df5dff,images/verficha.png|images/cortina-aluminio.jpg,system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,fichas/commercial-aluminum-door-systems-brochure.pdf
89,cortina-plana.php,https://puertasyserviciosindustriales.com/cortina-plana.php,Cortina Plana,cortina-plana,14,Cortinas enrollables,CONFIRMED,10,Dockman,STRONG_INFERENCE,images/cortina.jpg|images/cortina2.jpg|images/detalle_plana.png|images/verficha.png|system/files/images/productos/3d3f8a7b58fad15cba55a19e1f7dcbd97e37ab41|system/files/images/productos/5fd1d8e56b075c2ab53eef822c638f07763f1e0c|system/files/images/productos/db60c3f67e4bce5fe6dc4f07bc8c14a13c407758,fichas/CORTINA-PLANA.pdf|system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,,detalle-estatico,"puerta34_administrador.sql:1623 (productos_id=89); cortinas-enrollables-industriales.php:88 -> cortina-plana.php [category 14]; cortinas-enrollables-industriales.php:93 -> cortina-plana.php [category 14]; cortinas-enrollables-industriales.php:97 -> cortina-plana.php [category 14]; centros-comerciales.php:341 -> cortina-plana.php [category 19]; centros-comerciales.php:346 -> cortina-plana.php [category 19]; centros-comerciales.php:350 -> cortina-plana.php [category 19]; page match: cortina-plana.php; exact_name=True; image_sha256=3; pdf_sha256=1; description_5grams=0.975; dockman.php:128 -> cortina-plana.php [brand 10]; dockman.php:133 -> cortina-plana.php [brand 10]; dockman.php:137 -> cortina-plana.php [brand 10]; cortina-plana.php:1 title; body brand IDs=; peer SQL IDs=54,89,136",REVIEW,,14,0,14|19,10,1,STRONG_INFERENCE,YES,,cortina-plana.php,54|89|136,"795,799,803",807,system/files/images/productos/3d3f8a7b58fad15cba55a19e1f7dcbd97e37ab41|system/files/images/productos/5fd1d8e56b075c2ab53eef822c638f07763f1e0c|system/files/images/productos/db60c3f67e4bce5fe6dc4f07bc8c14a13c407758,images/verficha.png|images/cortina.jpg|images/cortina2.jpg|images/detalle_plana.png,system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,fichas/CORTINA-PLANA.pdf
90,cortina-europea.php,https://puertasyserviciosindustriales.com/cortina-europea.php,Cortina Europea,cortina-europea,14,Cortinas enrollables,CONFIRMED,10,Dockman,STRONG_INFERENCE,images/cortina_europea.png|images/europea.jpg|images/forma.png|images/verficha.png|system/files/images/productos/06f5352d4b43c1c425fca9fbaf8447a697745647|system/files/images/productos/2321bf300ce02b2cfa633479c59e2c99b735dd65|system/files/images/productos/cf2e4e326d359080b1ade0173d05a64e2846d1c1,fichas/CORTINA-EUROPEA.pdf|system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,,detalle-estatico,"puerta34_administrador.sql:1624 (productos_id=90); cortinas-enrollables-industriales.php:106 -> cortina-europea.php [category 14]; cortinas-enrollables-industriales.php:111 -> cortina-europea.php [category 14]; cortinas-enrollables-industriales.php:115 -> cortina-europea.php [category 14]; centros-comerciales.php:359 -> cortina-europea.php [category 19]; centros-comerciales.php:364 -> cortina-europea.php [category 19]; centros-comerciales.php:368 -> cortina-europea.php [category 19]; page match: cortina-europea.php; exact_name=True; image_sha256=3; pdf_sha256=1; description_5grams=1.0; dockman.php:147 -> cortina-europea.php [brand 10]; dockman.php:152 -> cortina-europea.php [brand 10]; dockman.php:156 -> cortina-europea.php [brand 10]; cortina-europea.php:1 title; body brand IDs=10; peer SQL IDs=55,90,137",REVIEW,,14,0,14|19,10,1,STRONG_INFERENCE,YES,,cortina-europea.php,55|90|137,"808,812,816",820,system/files/images/productos/06f5352d4b43c1c425fca9fbaf8447a697745647|system/files/images/productos/2321bf300ce02b2cfa633479c59e2c99b735dd65|system/files/images/productos/cf2e4e326d359080b1ade0173d05a64e2846d1c1,images/verficha.png|images/europea.jpg|images/cortina_europea.png|images/forma.png,system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,fichas/CORTINA-EUROPEA.pdf
91,cortina-serie-620.php,https://puertasyserviciosindustriales.com/cortina-serie-620.php,Cortina serie 620,cortina-serie-620,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/cortina-620.jpg|images/verficha.png|system/files/images/productos/0b26a7b20dd4d467cf9a57c9a5cba26cafbf6203|system/files/images/productos/e580517f07a377c10127844c71373a174bcf76fe,fichas/rolling-steel-doors-610-620-brochure.pdf|system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,,detalle-estatico,"puerta34_administrador.sql:1625 (productos_id=91); cortinas-enrollables-industriales.php:124 -> cortina-serie-620.php [category 14]; cortinas-enrollables-industriales.php:129 -> cortina-serie-620.php [category 14]; cortinas-enrollables-industriales.php:133 -> cortina-serie-620.php [category 14]; page match: cortina-serie-620.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; overhead-door.php:112 -> cortina-serie-620.php [brand 1]; overhead-door.php:117 -> cortina-serie-620.php [brand 1]; overhead-door.php:121 -> cortina-serie-620.php [brand 1]; cortina-serie-620.php:1 title; body brand IDs=; peer SQL IDs=7,91",REVIEW,Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado,14,0,14,1,1,STRONG_INFERENCE,NO,serie-620.php,cortina-serie-620.php,7|91,"821,825",829,system/files/images/productos/0b26a7b20dd4d467cf9a57c9a5cba26cafbf6203|system/files/images/productos/e580517f07a377c10127844c71373a174bcf76fe,images/verficha.png|images/cortina-620.jpg,system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,fichas/rolling-steel-doors-610-620-brochure.pdf
92,cortina-serie-790-cw.php,https://puertasyserviciosindustriales.com/cortina-serie-790-cw.php,Cortina serie 790 CW,cortina-serie-790-cw,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/rolling-sheet-770-2.jpg|images/serie_790_001.png|images/verficha.png|system/files/images/productos/0a1a154b062113c629a1f2b1c58638408479ba39|system/files/images/productos/d408fb7a83adf1cd66a9048080210be3b617cb29,fichas/rolling-sheet-doors-790-780-770-brochure.pdf|system/files/images/productos/f02304a5117f7e8cc52916b2995eee7d5cd3bdf7,,detalle-estatico,puerta34_administrador.sql:1627 (productos_id=92); cortinas-enrollables-industriales.php:142 -> cortina-serie-790-cw.php [category 14]; cortinas-enrollables-industriales.php:147 -> cortina-serie-790-cw.php [category 14]; cortinas-enrollables-industriales.php:151 -> cortina-serie-790-cw.php [category 14]; page match: cortina-serie-790-cw.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; cortina-serie-790-cw.php:1 title; body brand IDs=; peer SQL IDs=92,SHOULD_MIGRATE,,14,0,14,1,1,STRONG_INFERENCE,YES,,cortina-serie-790-cw.php,92,"830,834",838,system/files/images/productos/0a1a154b062113c629a1f2b1c58638408479ba39|system/files/images/productos/d408fb7a83adf1cd66a9048080210be3b617cb29,images/verficha.png|images/rolling-sheet-770-2.jpg|images/serie_790_001.png,system/files/images/productos/f02304a5117f7e8cc52916b2995eee7d5cd3bdf7,fichas/rolling-sheet-doors-790-780-770-brochure.pdf
93,cortina-serie-600.php,https://puertasyserviciosindustriales.com/cortina-serie-600.php,Cortina serie 600,cortina-serie-600,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/serie-600.jpg|images/serie_600.png|images/verficha.png|system/files/images/productos/e6d8a9c021af46599e25526f7afa2c9689eba705,fichas/rolling-service-doors-600-brochure.pdf|system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,,detalle-estatico,"puerta34_administrador.sql:1628 (productos_id=93); cortinas-enrollables-industriales.php:160 -> cortina-serie-600.php [category 14]; cortinas-enrollables-industriales.php:165 -> cortina-serie-600.php [category 14]; cortinas-enrollables-industriales.php:169 -> cortina-serie-600.php [category 14]; centros-comerciales.php:107 -> cortina-serie-600.php [category 19]; centros-comerciales.php:112 -> cortina-serie-600.php [category 19]; centros-comerciales.php:116 -> cortina-serie-600.php [category 19]; page match: cortina-serie-600.php; exact_name=True; image_sha256=0; pdf_sha256=1; description_5grams=1.0; overhead-door.php:166 -> cortina-serie-600.php [brand 1]; overhead-door.php:171 -> cortina-serie-600.php [brand 1]; overhead-door.php:175 -> cortina-serie-600.php [brand 1]; cortina-serie-600.php:1 title; body brand IDs=; peer SQL IDs=10,93,127",REVIEW,,14,0,14|19,1,1,STRONG_INFERENCE,YES,,cortina-serie-600.php,10|93|127,839,843,system/files/images/productos/e6d8a9c021af46599e25526f7afa2c9689eba705,images/verficha.png|images/serie-600.jpg|images/serie_600.png,system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,fichas/rolling-service-doors-600-brochure.pdf
94,cortina-serie-630.php,https://puertasyserviciosindustriales.com/cortina-serie-630.php,Cortina serie 630-631-634-635,cortina-serie-630,14,Cortinas enrollables,CONFIRMED,1,Overhead Door,STRONG_INFERENCE,images/fire-rated-door-630.jpg|images/verficha.png|system/files/images/productos/59e0452766a17eb9cf0d9df76dc79f72d08f013f,fichas/fireking-fire-door-systems-brochure.pdf|system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,,detalle-estatico,"puerta34_administrador.sql:1629 (productos_id=94); cortinas-enrollables-industriales.php:178 -> cortina-serie-630.php [category 14]; cortinas-enrollables-industriales.php:183 -> cortina-serie-630.php [category 14]; cortinas-enrollables-industriales.php:187 -> cortina-serie-630.php [category 14]; page match: cortina-serie-630.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; overhead-door.php:184 -> cortina-serie-630.php [brand 1]; overhead-door.php:189 -> cortina-serie-630.php [brand 1]; overhead-door.php:193 -> cortina-serie-630.php [brand 1]; cortina-serie-630.php:1 title; body brand IDs=; peer SQL IDs=11,94",REVIEW,,14,0,14,1,1,STRONG_INFERENCE,YES,,cortina-serie-630.php,11|94,844,848,system/files/images/productos/59e0452766a17eb9cf0d9df76dc79f72d08f013f,images/verficha.png|images/fire-rated-door-630.jpg,system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,fichas/fireking-fire-door-systems-brochure.pdf
